id,label
06708f,0
067534,0
067684,0
0678c1,0
067b74,0
06841e,0
068c2a,0
06935c,0
06959d,0
06aaec,0
06b52f,0
06b9c5,0
06bcce,0
06bf7b,0
06c049,0
06c8b2,0
06ca5e,0
06d1b5,0
06deea,0
06df45,0
06e072,0
06e8b0,0
06ead0,0
06f0d7,0
06f9f9,0
07011f,0
0710da,0
0713e3,0
071c80,0
072e88,0
07347c,0
073a43,0
074ae4,0
07520a,0
075f73,0
07778f,0
077c37,0
07801b,0
0788e5,0
0798c9,0
07b116,0
07cd5e,0
07d26b,0
07da95,0
07dec7,0
07e651,0
07ef8c,0
07f269,0
07f8f7,0
07fd70,0
07fdc0,0
08009f,0
080a3d,0
0810b3,0
082446,0
0847cd,0
084ab1,0
085aa1,0
086903,0
086f34,0
087dcd,0
0881a7,0
088a60,0
089107,0
089278,0
0896e0,0
08a3c5,0
08a802,0
08ae30,0
08bff5,0
08c377,0
08c53f,0
08c960,0
08e5ce,0
08ed85,0
08f56b,0
08f977,0
090078,0
09237f,0
092912,0
093149,0
0932ba,0
09548a,0
096b0d,0
0987c7,0
099c15,0
09a7bf,0
09be59,0
09c106,0
09cbde,0
09d7ee,0
09dbcb,0
09e770,0
0a0313,0
0a0691,0
0a0dda,0
0a1534,0
0a3388,0
0a3aa3,0
0a42ff,0
0a4594,0
0a4c36,0
0a4c83,0
0a5b74,0
0a6137,0
0a62f8,0
0a677f,0
0a6c0d,0
0a6f84,0
0a71d4,0
0a796c,0
0a8bb5,0
0a969a,0
0aa8c8,0
0ab026,0
0abb2b,0
0abf45,0
0abfc9,0
0aebb2,0
0aef69,0
0afcf0,0
0b0d3d,0
0b13d8,0
0b1d2d,0
0b2d03,0
0b2db3,0
0b449a,0
0b4bfc,0
0b5cbe,0
0b611f,0
0b66fd,0
0b7ea6,0
0b89be,0
0b991e,0
0ba8e5,0
0baf8e,0
0bb3ea,0
0bb8f5,0
0bc4fb,0
0bc69b,0
0bc982,0
0bd63b,0
0bd75e,0
0bde75,0
0bebe0,0
0bee67,0
0bfa95,0
0c0640,0
0c1b56,0
0c1d1e,0
0c2070,0
0c23c0,0
0c267b,0
0c4f2d,0
0c5409,0
0c6542,0
0c8013,0
0c90b6,0
0ca4b0,0
0ca6aa,0
0cba9a,0
0ce47a,0
0ce7cf,0
0d0472,0
0d0fd2,0
0d13ff,0
0d1721,0
0d1842,0
0d1c9c,0
0d2be5,0
0d3539,0
0d4395,0
0d4f89,0
0d5fa5,0
0d787c,0
0d82ad,0
0d8d04,0
0d8f58,0
0d9695,0
0da728,0
0dbb18,0
0dc953,0
0dceb4,0
0dd563,0
0ddbaa,0
0ddde2,0
0dde11,0
0de21a,0
0def20,0
0dfd9a,0
0e06c9,0
0e0c6b,0
0e15e0,0
0e2e85,0
0e3b12,0
0e4d0e,0
0e51b7,0
0e612c,0
0e8478,0
0e8741,0
0e938f,0
0ea171,0
0ea98f,0
0eb583,0
0ed3b3,0
0ed581,0
0ee51f,0
0ee565,0
0eea03,0
0eef84,0
0f0395,0
0f18f2,0
0f2092,0
0f2869,0
0f2dee,0
0f33bb,0
0f41f5,0
0f42cc,0
0f4b6b,0
0f4c05,0
0f6909,0
0f700e,0
0f82d7,0
0f8576,0
0f85fa,0
0f8cd1,0
0f9277,0
0f98af,0
0f9ee7,0
0fa4a4,0
0fad8a,0
0fafd6,0
0fb4cb,0
0fbf76,0
0fc0c8,0
0fd2bd,0
0fd6ef,0
0fea2e,0
0ff2bf,0
0ffcc3,0
10024e,0
1002c2,0
101307,0
101929,0
102236,0
102bd7,0
1035c1,0
105f1e,0
107159,0
1073b5,0
107e40,0
108116,0
1083fa,0
108ad1,0
1093ea,0
10b05d,0
10b66f,0
10b976,0
10bb6c,0
10c2d9,0
10c9ab,0
10d9c4,0
10da71,0
10dee9,0
10fd1d,0
111209,0
11181b,0
11185d,0
111af7,0
11255e,0
112586,0
113789,0
11454e,0
115b1e,0
116338,0
1163f2,0
1166fc,0
117906,0
117b90,0
119579,0
119606,0
119e48,0
11a4c4,0
11b036,0
11b1df,0
11b333,0
11b501,0
11bbcd,0
11bd4f,0
11c513,0
11d0b8,0
11d5b3,0
11d846,0
11e246,0
11f26a,0
11f53d,0
11f918,0
11fe76,0
1208e9,0
12160c,0
122ed9,0
1234a4,0
1237e7,0
124b59,0
124fc1,0
12546c,0
125685,0
126a8e,0
1271e9,0
128644,0
129651,0
1296dd,0
129932,0
12a214,0
12a3be,0
12b138,0
12b13d,0
12b35d,0
12b9c6,0
12c63b,0
12cd0a,0
12de93,0
12e5ca,0
12f556,0
12fa73,0
12fb16,0
12fda8,0
131861,0
131ab1,0
131e6f,0
132192,0
13336b,0
13348c,0
1345fe,0
1350e0,0
13510c,0
135f86,0
1363e0,0
13650a,0
1367da,0
136ab1,0
137137,0
137174,0
1374b5,0
13919b,0
13930d,0
139545,0
1397d3,0
139a26,0
13a7fd,0
13af03,0
13afc9,0
13b00a,0
13cd1b,0
13f688,0
13fbf1,0
140c6a,0
141668,0
141cb0,0
141e93,0
141e96,0
142111,0
1425cf,0
1429ea,0
1430d4,0
143b13,0
14594d,0
145d93,0
145e1a,0
145f7f,0
1496c3,0
149fd4,0
14a14c,0
14a6ab,0
14a9b2,0
14bd7c,0
14d910,0
14e93e,0
14f881,0
14fa17,0
14fbc2,0
150936,0
151008,0
151a1f,0
151c57,0
1522a7,0
153b41,0
153d09,0
15490a,0
1551e4,0
15541c,0
15563f,0
155960,0
156243,0
156bd8,0
156fb6,0
157918,0
158345,0
15b1c1,0
15b4b0,0
15ba06,0
15bd17,0
15bf81,0
15c832,0
15cc4e,0
15dcfc,0
15e37b,0
15eb80,0
15ec62,0
15fcfe,0
160cda,0
1619c1,0
162eb8,0
163783,0
1653ef,0
165734,0
1668b6,0
166a5a,0
166d77,0
167b9f,0
1682fb,0
16839e,0
168d98,0
169b70,0
169ecb,0
16a099,0
16a9b2,0
16b3ca,0
16c900,0
16d2d7,0
16d8c5,0
16dc1b,0
16def7,0
16e8eb,0
16f0b0,0
16f0f3,0
16f757,0
16fbc2,0
170fb4,0
174b2c,0
175154,0
17587f,0
175a93,0
1761cf,0
1762f3,0
177a67,0
179230,0
17955b,0
17acc0,0
17af1d,0
17bb63,0
17bd2b,0
17bea2,0
17cc96,0
17d135,0
17dace,0
17ee3e,0
17f132,0
17fa8a,0
17fb25,0
17fc4b,0
17fe2e,0
180298,0
1802a4,0
180963,0
180a90,0
182888,0
183434,0
1834b8,0
184228,0
186964,0
186d0f,0
188ab7,0
18933c,0
18a445,0
18ab5c,0
18b9a5,0
18c3da,0
18c4f7,0
18cf30,0
18cf4a,0
18d532,0
18d7a4,0
18e695,0
18f2eb,0
18fa29,0
18fadf,0
190146,0
1910ba,0
191ad7,0
1921c8,0
192f38,0
19353a,0
194093,0
194448,0
1948dd,0
1951a0,0
1968e6,0
197154,0
1974d6,0
197a1f,0
19849c,0
1987a5,0
19a677,0
19b9f7,0
19ba47,0
19cb09,0
19d352,0
19e0f0,0
19f521,0
19f6d2,0
19f81b,0
19fff9,0
1a441a,0
1a468c,0
1a4d4b,0
1a5935,0
1a7b2d,0
1a7ccf,0
1a80df,0
1a832c,0
1a8b62,0
1aa823,0
1ab455,0
1ab8c5,0
1ab96f,0
1aba53,0
1ac09c,0
1ac77b,0
1ad07a,0
1ad15c,0
1af7e0,0
1b15b4,0
1b2776,0
1b47c4,0
1b4be4,0
1b559a,0
1b591d,0
1b5c9f,0
1b669a,0
1b6735,0
1b7aaf,0
1b7f6e,0
1b9e9e,0
1baeb0,0
1bb947,0
1bc830,0
1bd1bb,0
1bd64e,0
1bdcc2,0
1bdd2b,0
1be379,0
1bea52,0
1bec1f,0
1bee8c,0
1c176b,0
1c1ecc,0
1c21c7,0
1c2939,0
1c2c82,0
1c3cae,0
1c3e42,0
1c424c,0
1c5c32,0
1c6f32,0
1c9ba6,0
1ccce1,0
1cd05d,0
1cd483,0
1cdda8,0
1d00cb,0
1d03f2,0
1d06f9,0
1d1693,0
1d1b1c,0
1d1d54,0
1d208f,0
1d2219,0
1d2672,0
1d34f1,0
1d5940,0
1d6295,0
1d88d8,0
1d92df,0
1db846,0
1dba1a,0
1dbc52,0
1dc01a,0
1dd0c0,0
1ddc2a,0
1de278,0
1de59f,0
1df2d8,0
1df3bd,0
1df6b3,0
1df763,0
1dfbca,0
1dfc28,0
1e0d2f,0
1e11e9,0
1e1389,0
1e4e50,0
1e57e7,0
1e614e,0
1e6427,0
1e6cbe,0
1e7713,0
1e85ca,0
1e8fa7,0
1ea22f,0
1eaad1,0
1eaef9,0
1eb2b3,0
1eb40d,0
1eb974,0
1ec95a,0
1ed66f,0
1edd94,0
1edf02,0
1eed83,0
1ef1b3,0
1f0a69,0
1f0b30,0
1f1287,0
1f1d68,0
1f21ac,0
1f2fe9,0
1f33d9,0
1f38ab,0
1f4536,0
1f4675,0
1f4b80,0
1f5263,0
1f597c,0
1f5da2,0
1f6045,0
1f62d3,0
1f831f,0
1f8c3a,0
1f9802,0
1f98c8,0
1f9aba,0
1faded,0
1fb503,0
1fb8f6,0
1fc812,0
1fce66,0
1fd16f,0
2002c6,0
2025d5,0
20273c,0
202cfe,0
202fc2,0
203e8b,0
203f67,0
2040dc,0
2054d8,0
2062c4,0
2066af,0
206e2e,0
207292,0
2076c0,0
2077a5,0
207feb,0
208117,0
208843,0
209476,0
20a033,0
20a497,0
20a4e8,0
20a87d,0
20b3aa,0
20b8dd,0
20be63,0
20c084,0
20c334,0
20c45f,0
20cc11,0
20e7e8,0
20f514,0
210007,0
210c1b,0
21132e,0
212714,0
212a9b,0
213902,0
21403b,0
21437d,0
2144e5,0
214609,0
214c64,0
216165,0
216fac,0
21739c,0
217c09,0
218c46,0
21ac44,0
21b8f5,0
21c5dd,0
21e2b1,0
21e553,0
21e7bf,0
21ee94,0
21fb8f,0
21fd0d,0
2202bc,0
2202fa,0
2205eb,0
22251f,0
22265c,0
22281c,0
222c4e,0
223b85,0
2243e5,0
224947,0
2250cc,0
226405,0
226e9e,0
227088,0
22913e,0
22969f,0
22aa94,0
22ca23,0
22e1da,0
22e68d,0
22ffc9,0
2314c9,0
232ca9,0
2336d1,0
234218,0
234f64,0
23638c,0
2368fb,0
237136,0
2371c0,0
2374ce,0
238179,0
23818f,0
238668,0
238a48,0
238daf,0
239494,0
23a064,0
23a3e8,0
23a40f,0
23a66f,0
23acf4,0
23b87c,0
23c814,0
23d95d,0
23e433,0
23f646,0
24053f,0
24091f,0
242878,0
243189,0
24445a,0
244923,0
244a1f,0
244df8,0
2451cd,0
24535b,0
2458e6,0
246d09,0
246f9f,0
248407,0
2489f2,0
249fd0,0
24a0db,0
24a237,0
24be8e,0
24c135,0
24cbae,0
24e3a4,0
24e623,0
24e93a,0
24f1ab,0
2503d6,0
251255,0
252138,0
2525e6,0
2538b3,0
255cdf,0
255f2c,0
2563e8,0
25722d,0
258167,0
2586bc,0
258c22,0
258f92,0
259131,0
25997f,0
25b78d,0
25bf0c,0
25caa0,0
25cc22,0
25e5bb,0
25ebfe,0
25ef25,0
261810,0
261cb4,0
262086,0
262642,0
262ad2,0
262dff,0
262eb9,0
263c3a,0
263fb3,0
264846,0
265aba,0
266f2a,0
2677c1,0
26878b,0
2690c9,0
269295,0
26a014,0
26a560,0
26a5ec,0
26ab20,0
26bc67,0
26c2b9,0
26ca3d,0
26cb92,0
26ddb0,0
270734,0
270857,0
2710b9,0
271b04,0
272475,0
2726e3,0
27391c,0
274d1f,0
275d0a,0
277e0d,0
278535,0
278a9c,0
278c1e,0
279317,0
27ba02,0
27c5b9,0
27c80a,0
27caa0,0
27dc1c,0
27dede,0
27e6be,0
27f818,0
280f13,0
281614,0
281e5f,0
2824d6,0
2828ca,0
282d71,0
282dfd,0
283513,0
28362a,0
283949,0
283d97,0
2840ba,0
2841df,0
2844e8,0
284604,0
285def,0
285e1c,0
2862d8,0
286466,0
28731d,0
287c7e,0
289292,0
289bc6,0
289cd7,0
28a192,0
28a897,0
28b263,0
28b54e,0
28b9a4,0
28d047,0
28d1e8,0
28d499,0
28df5e,0
28e3e0,0
28fd3c,0
28ff5c,0
2901f2,0
290364,0
2903e8,0
291114,0
291ce1,0
2923d6,0
292472,0
293724,0
29405d,0
29526b,0
2956b5,0
297724,0
297bce,0
297c56,0
29892b,0
299beb,0
29a0b2,0
29a224,0
29a6fa,0
29aeb4,0
29b2c2,0
29b859,0
29b8d0,0
29baca,0
29d149,0
29d47e,0
29db5b,0
29fbe9,0
29ff82,0
29fffd,0
2a0dff,0
2a1023,0
2a14f8,0
2a1eea,0
2a33eb,0
2a382c,0
2a3c04,0
2a49ad,0
2a51cf,0
2a527f,0
2a6268,0
2a6e74,0
2a7244,0
2a7d61,0
2a83e2,0
2a911e,0
2a9fd2,0
2af295,0
2afdf6,0
2aff60,0
2b0e1d,0
2b2c43,0
2b3e83,0
2b45da,0
2b5b8a,0
2b67b8,0
2b6e1f,0
2b7376,0
2b75cd,0
2b8c25,0
2b93a5,0
2b9d6c,0
2ba4dc,0
2ba9a5,0
2bd824,0
2bfe6e,0
2bfee7,0
2c137b,0
2c25eb,0
2c45d5,0
2c8075,0
2c8bc8,0
2c8f16,0
2c9fb6,0
2ca45f,0
2ca5b6,0
2ca6c9,0
2ca9aa,0
2cae87,0
2cb094,0
2cb27d,0
2cb35b,0
2cbe27,0
2cc994,0
2cd4f8,0
2cd611,0
2cfe61,0
2d0bfe,0
2d1401,0
2d1d50,0
2d2b70,0
2d38d5,0
2d4457,0
2d4d7c,0
2d5149,0
2d5867,0
2d5cb9,0
2d5e2f,0
2d6401,0
2d7131,0
2d793c,0
2d7a05,0
2d7c4d,0
2d7de7,0
2d8027,0
2d8553,0
2da731,0
2dd646,0
2dda63,0
2de3d3,0
2de517,0
2de668,0
2df424,0
2df95d,0
2dfbb1,0
2dfcda,0
2e06d0,0
2e2109,0
2e2d99,0
2e3c93,0
2e4565,0
2e5715,0
2e5d07,0
2e63d9,0
2e6707,0
2e7125,0
2e780e,0
2e7fe9,0
2e9d5a,0
2e9d5f,0
2ea91a,0
2ead48,0
2ec083,0
2ec2df,0
2ec4d1,0
2ed598,0
2edf03,0
2edf40,0
2ee63f,0
2ee95c,0
2efed1,0
2f011a,0
2f1658,0
2f17f7,0
2f24d9,0
2f3440,0
2f3d52,0
2f3f82,0
2f42d5,0
2f4d40,0
2f5029,0
2f58d7,0
2f5f30,0
2f6f58,0
2f8361,0
2f85e3,0
2f8e24,0
2f9214,0
2fa781,0
2fb95d,0
2fbaed,0
2fd3fd,0
2fd88a,0
2fe0ea,0
2fe363,0
2fea66,0
2ff58b,0
2ffce6,0
300760,0
3008b3,0
3011f2,0
30131e,0
302330,0
302373,0
303f00,0
30400b,0
30458c,0
304bc9,0
304d84,0
304f9e,0
305ed7,0
30645b,0
306a97,0
30786b,0
3084b4,0
3085d1,0
308b1d,0
3093f6,0
309414,0
30a1fb,0
30a2c7,0
30caf4,0
30d046,0
30d1aa,0
30d6c4,0
30e4b6,0
30e4cc,0
310c40,0
31195b,0
312278,0
313b39,0
3146de,0
314e90,0
315aee,0
315d35,0
31618b,0
31690f,0
3171a7,0
3179e9,0
317dbb,0
31808d,0
318261,0
31880c,0
31943c,0
31977a,0
31a295,0
31abc4,0
31ac23,0
31b562,0
31b93d,0
31ba01,0
31bedf,0
31c499,0
31e49e,0
31e914,0
31ec93,0
3206cf,0
3210ab,0
32159c,0
3230d3,0
3237fe,0
323c43,0
323ed5,0
32416e,0
3241de,0
3245b5,0
325392,0
32691b,0
32752e,0
3278db,0
328894,0
32907a,0
3296f8,0
32a5ef,0
32ba56,0
32cda3,0
32eab0,0
32ee6e,0
32ef4d,0
32f680,0
32f6fa,0
32fb83,0
330060,0
330105,0
33023c,0
3303e9,0
330557,0
3305db,0
330628,0
330cf0,0
330fc9,0
33218b,0
3327bc,0
332e92,0
3334ea,0
3345e7,0
33494e,0
3356ce,0
33729e,0
338dc8,0
33a0b3,0
33d77a,0
33e8c1,0
33ea9d,0
33f3a6,0
33ff83,0
3402bf,0
340a41,0
340da3,0
341259,0
3415f8,0
34248f,0
342acf,0
34303b,0
343221,0
3435c3,0
343b0a,0
344788,0
344a78,0
34681f,0
3477dc,0
3478c5,0
347956,0
347f30,0
349529,0
34a961,0
34adbf,0
34beec,0
34c00e,0
34c6b5,0
34cf9b,0
34e216,0
34e335,0
350df1,0
35147a,0
35151f,0
351c34,0
351cb8,0
3522ea,0
352e3c,0
353a88,0
353c4c,0
353eda,0
354876,0
354974,0
354b73,0
354c1d,0
355e9e,0
356303,0
35813c,0
35a067,0
35a1c8,0
35a4b9,0
35a986,0
35aa75,0
35b95c,0
35bb3c,0
35c3ec,0
35ce95,0
35cfc9,0
35e18e,0
35f04b,0
3601ba,0
36048d,0
3605e8,0
3616bb,0
361b84,0
3624b3,0
36278a,0
362893,0
362c37,0
363f64,0
364fbc,0
365223,0
36549d,0
3659e4,0
3668aa,0
368c9e,0
36986c,0
369dd7,0
36a7d7,0
36a87e,0
36bcb0,0
36c257,0
36c3bb,0
36cfa7,0
36d8dc,0
36e0bc,0
36e7ad,0
3715af,0
3721ea,0
37314f,0
3737cd,0
373a38,0
3752c4,0
376eca,0
378972,0
37a28b,0
37acf7,0
37ad64,0
37b117,0
37b22b,0
37b603,0
37ceac,0
37cf03,0
37e1b2,0
37ffe2,0
38097a,0
380e2d,0
38142f,0
3819da,0
381b36,0
382788,0
382d2a,0
38333c,0
383574,0
383881,0
383eb3,0
384823,0
384946,0
385118,0
385b0a,0
3889ab,0
389a74,0
389c3c,0
38b2ce,0
38b44c,0
38b7f9,0
38bd67,0
38c250,0
38ca92,0
38cef9,0
38da32,0
38e63c,0
38fe67,0
39003a,0
3925ba,0
393bea,0
3940f0,0
3946b8,0
39551d,0
395f33,0
395f86,0
3969a3,0
397626,0
397f0d,0
39953f,0
39b6f7,0
39bfd9,0
39e8b5,0
3a08af,0
3a0b93,0
3a0e9d,0
3a1041,0
3a17a6,0
3a236a,0
3a25ae,0
3a2c4f,0
3a2e69,0
3a3223,0
3a350e,0
3a39e4,0
3a3d40,0
3a5455,0
3a5886,0
3a5cd1,0
3a65e8,0
3a6a07,0
3a7637,0
3a7ca9,0
3a8847,0
3a8c2c,0
3aa34d,0
3aa9d3,0
3abd5e,0
3ad203,0
3ada82,0
3ae2de,0
3aebb3,0
3b092d,0
3b0d7f,0
3b19cb,0
3b1c4c,0
3b2264,0
3b332d,0
3b5f33,0
3b64a0,0
3b75aa,0
3b7de1,0
3b813e,0
3bb45d,0
3bba67,0
3bc730,0
3bccf7,0
3bd5c9,0
3bee95,0
3bf5b4,0
3bf962,0
3bf967,0
3bfd30,0
3c03fa,0
3c067d,0
3c0964,0
3c1777,0
3c27e9,0
3c2bcc,0
3c5477,0
3c569b,0
3c5e65,0
3c6037,0
3c6dc2,0
3c731e,0
3c7b16,0
3c9344,0
3c9953,0
3c9d8d,0
3c9e7e,0
3ca056,0
3ca3df,0
3cae2a,0
3cc43a,0
3cc826,0
3cd7a3,0
3ce824,0
3ce8d2,0
3cef30,0
3cf123,0
3cf343,0
3cf414,0
3d01a5,0
3d1725,0
3d4afc,0
3d56c9,0
3d58ca,0
3d6657,0
3d6c40,0
3d7a62,0
3d8584,0
3d8dca,0
3d8ef6,0
3d9c0f,0
3da683,0
3da8c6,0
3db174,0
3db2fd,0
3dbe6d,0
3dc417,0
3dc631,0
3dcb0e,0
3dd09f,0
3dd2fa,0
3dd7f4,0
3dda8d,0
3ddc4c,0
3ddedf,0
3de453,0
3de583,0
3df20b,0
3df6aa,0
3df6af,0
3df77a,0
3df895,0
3e0f56,0
3e1025,0
3e1ac4,0
3e1be2,0
3e2b7c,0
3e2bf0,0
3e2d34,0
3e3392,0
3e4269,0
3e44d7,0
3e4e75,0
3e51c9,0
3e544b,0
3e5a0b,0
3e5ccf,0
3e7142,0
3e727b,0
3e73ae,0
3e759c,0
3e790c,0
3e7cb7,0
3e83e1,0
3e8ee2,0
3e9044,0
3e9adf,0
3ea7b1,0
3eb834,0
3ebae4,0
3ec2b8,0
3ed21d,0
3ed5fa,0
3ee4cb,0
3ef343,0
3ef951,0
3efeb6,0
3f05e5,0
3f14ac,0
3f259d,0
3f2afe,0
3f2b9b,0
3f3588,0
3f35f7,0
3f3fe5,0
3f40ee,0
3f4c88,0
3f5b89,0
3f741e,0
3f79eb,0
3f86bd,0
3f93a3,0
3fb014,0
3fbb25,0
3fc0b3,0
3fcbf8,0
3fcd3c,0
3fce00,0
3fdab1,0
3fdd56,0
3fe873,0
3fedc8,0
3fef5e,0
3ff09d,0
3ff7cf,0
3ffd54,0
4001cc,0
40213d,0
402770,0
40340d,0
40367f,0
403966,0
404106,0
404551,0
4048a1,0
40504f,0
40640f,0
406980,0
406cf1,0
4079ea,0
408262,0
408585,0
409351,0
409c82,0
40abb8,0
40adf5,0
40c833,0
40cb0f,0
40d24b,0
40dc82,0
40e537,0
40e8c2,0
40ebfb,0
40ef25,0
40f270,0
40f315,0
410dbb,0
41131d,0
411a4c,0
411b53,0
412aa8,0
413854,0
413ab8,0
414c2d,0
414c52,0
41630f,0
416501,0
417323,0
417359,0
41873b,0
419079,0
41c897,0
41d4a7,0
41db48,0
41dfec,0
41e0e7,0
41ed54,0
41f415,0
41fb0c,0
42052e,0
422736,0
423371,0
423966,0
4246dd,0
425073,0
4259ae,0
426b16,0
426c41,0
42884c,0
4288c5,0
42a587,0
42a6f8,0
42ad45,0
42af5a,0
42ba6a,0
42ccd1,0
42d0a2,0
42f7f7,0
42fa8e,0
42fe50,0
43087a,0
430a96,0
431a86,0
431e58,0
43200a,0
432f13,0
434034,0
434b7f,0
43691d,0
439219,0
43933f,0
439e05,0
43ae2b,0
43b07b,0
43b261,0
43b9dc,0
43bd02,0
43e3e2,0
43e526,0
43ed2e,0
4404d9,0
440956,0
440c22,0
440d88,0
4411b8,0
44132e,0
442457,0
4426bb,0
44276b,0
4437ce,0
4442d7,0
444307,0
444cab,0
446160,0
44633c,0
446bfe,0
44a0d4,0
44a1b1,0
44b298,0
44b3fd,0
44c74b,0
44c82d,0
44cc7a,0
44d888,0
44dfa5,0
44e483,0
44e486,0
44e529,0
44edad,0
44eff1,0
44f8b3,0
44fb2d,0
4507b7,0
45121c,0
451911,0
45239d,0
4526ec,0
452fc7,0
453388,0
453d7d,0
454016,0
4541b9,0
45481b,0
454892,0
4549f7,0
454bab,0
455290,0
4562be,0
4570f2,0
457197,0
457670,0
457bb9,0
4581e4,0
459394,0
45a7d4,0
45a994,0
45ac69,0
45c081,0
45c425,0
45d86f,0
45f1ca,0
45f5a4,0
461126,0
46139e,0
461740,0
462196,0
464580,0
46577c,0
465a05,0
465cbb,0
46607f,0
4664a1,0
467ed9,0
467f85,0
468828,0
4688de,0
469030,0
4699d1,0
469e36,0
46a656,0
46aabc,0
46b252,0
46c1b3,0
46c3a9,0
46c4b8,0
46d4a8,0
46e3ae,0
46e3d1,0
46ed18,0
46f214,0
46f83a,0
46fdbd,0
470050,0
470135,0
4709cb,0
470f83,0
472890,0
472b25,0
472c4e,0
47307e,0
4742bc,0
4745d7,0
4750cc,0
47549e,0
476052,0
477715,0
477f5b,0
478c2d,0
47986f,0
479c47,0
47a4d1,0
47a5f7,0
47b4fd,0
47b774,0
47c034,0
47c67c,0
47c889,0
47d52a,0
47dc01,0
47e16a,0
4810a0,0
4814f7,0
481821,0
4824e5,0
482ae3,0
48355a,0
4843b5,0
4862eb,0
486469,0
4864d9,0
486635,0
4869a0,0
4892a4,0
489493,0
489496,0
4899ef,0
48a103,0
48a3ef,0
48b169,0
48b5b7,0
48bad4,0
48c56f,0
48ced2,0
48d298,0
48de72,0
48f216,0
4905e9,0
49077f,0
4908c4,0
491127,0
4915f9,0
491729,0
49251d,0
49278b,0
492892,0
492d29,0
492eda,0
493712,0
4951ab,0
4956f9,0
495969,0
49620c,0
49749e,0
4997f8,0
499a0d,0
499dea,0
49a1e4,0
49a45f,0
49abb0,0
49b141,0
49b6a6,0
49c033,0
49c4ed,0
49dc8f,0
49e3fb,0
49e419,0
49efa4,0
49f394,0
49f730,0
49fd58,0
4a0160,0
4a14cb,0
4a17f2,0
4a1a07,0
4a22d7,0
4a3479,0
4a449d,0
4a7108,0
4a7479,0
4a870f,0
4a8fcd,0
4a9646,0
4aa0ac,0
4aa9fd,0
4ac101,0
4ac82a,0
4ad57f,0
4addbd,0
4ae363,0
4af8b4,0
4afae8,0
4affdf,0
4b0e54,0
4b2109,0
4b2185,0
4b3220,0
4b3751,0
4b39e7,0
4b481c,0
4b4890,0
4b4c4e,0
4b60e5,0
4b6135,0
4b742b,0
4b86f7,0
4b95de,0
4b9748,0
4b994e,0
4ba766,0
4bb52a,0
4bbf38,0
4bd6a1,0
4bf324,0
4bf516,0
4bfed1,0
4c0ac3,0
4c19ea,0
4c19ef,0
4c1b7c,0
4c1efb,0
4c36f1,0
4c3b88,0
4c3c6f,0
4c558c,0
4c6390,0
4c6434,0
4c689d,0
4c7a64,0
4c9315,0
4c9399,0
4c96ae,0
4c98d2,0
4ca1d7,0
4cb695,0
4cb9f3,0
4cbd57,0
4cc4de,0
4cdbd7,0
4cdedc,0
4cdf09,0
4ce262,0
4cfe57,0
4d00fc,0
4d1093,0
4d1dea,0
4d2008,0
4d21a2,0
4d21e1,0
4d26b6,0
4d2b7f,0
4d30ee,0
4d3278,0
